NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	35	63	92	113	119	159	180	212	235	255	256	290	322	331	334	367	377	401	406	427	451	480	503	539	571	576	605	630	648	685	688	724	725	729	754	786	819	829	896	956	1028	1046	1109	1132	1133	1175	1246	1252	1318	1394	1402	1458	1524	1610	1631	1683	1768	1799	1827	1894	1968	1988	2029	2061	2138	2179	2205	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	23	59	97	111	145	168	195	215	221	251	292	339	351	400	418	447	477	498	524	531	577	620	638	687	692	752	797	842	896	930	957	1016	1035	1094	1118	1132	1189	1243	1298	1333	1338	1395	1433	1497	1539	1614	1695	1749	1755	1785	1853	1929	1955	1970	1990	2012	2042	2072	2095	2168	2264	2265	2360	2398	2488	2538	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	27	48	72	79	115	150	174	188	229	239	243	279	326	328	356	389	437	480	491	493	522	564	592	622	624	637	676	710	716	755	802	807	865	899	900	911	943	1015	1031	1062	1119	1128	1150	1211	1270	1349	1404	1483	1525	1561	1623	1641	1697	1734	1808	1886	1940	2030	2062	2125	2136	2156	2204	2260	2348	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	28	50	83	96	135	165	167	190	233	267	278	291	323	343	346	384	406	441	460	512	543	594	619	673	717	726	779	788	813	856	858	920	923	938	956	974	1008	1032	1053	1103	1169	1201	1246	1312	1385	1434	1442	1444	1460	1485	1561	1566	1584	1614	1652	1734	1776	1851	1916	1996	2020	2075	2143	2228	2247	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	9	10	19	54	55	61	70	97	141	178	195	236	265	297	320	322	347	387	415	439	467	518	574	578	585	636	660	683	739	803	862	915	920	957	959	993	1061	1066	1103	1118	1142	1220	1227	1298	1308	1353	1424	1507	1541	1602	1611	1616	1636	1704	1795	1801	1822	1825	1866	1912	1976	1985	1993	1996	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	33	45	66	71	104	109	144	145	165	187	205	250	257	294	321	370	374	405	430	487	542	583	606	641	693	710	747	794	822	834	841	911	970	1003	1059	1073	1102	1136	1196	1253	1327	1345	1425	1448	1516	1529	1534	1602	1644	1656	1727	1770	1857	1903	1907	1968	1971	2045	2138	2150	2187	2203	2215	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	38	61	63	95	109	122	160	199	247	256	303	352	387	401	415	469	483	536	591	633	682	705	719	733	774	791	815	872	898	921	929	967	985	1038	1046	1064	1135	1209	1280	1303	1370	1404	1422	1482	1489	1494	1535	1618	1691	1693	1723	1811	1818	1825	1886	1926	1970	2005	2080	2108	2109	2165	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	45	86	112	141	161	203	242	285	326	340	360	371	393	429	438	456	510	528	571	602	660	679	731	764	796	824	842	881	932	980	985	1015	1050	1102	1103	1172	1207	1257	1329	1349	1351	1353	1367	1432	1481	1483	1501	1556	1590	1612	1702	1759	1761	1841	1873	1926	1964	2037	2135	2187	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	20	38	77	117	136	141	153	158	199	242	270	299	329	341	357	380	415	456	477	487	491	506	559	572	602	666	733	744	814	872	895	928	947	997	1062	1082	1139	1176	1213	1275	1286	1295	1332	1349	1379	1465	1540	1562	1576	1617	1706	1776	1809	1865	1949	2026	2050	2062	2113	2196	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	31	39	41	81	83	116	129	141	174	207	258	266	310	360	374	429	457	471	530	564	597	637	700	756	802	833	897	959	984	1021	1067	1106	1139	1178	1181	1194	1264	1280	1344	1347	1430	1478	1507	1531	1532	1606	1647	1650	1708	1738	1782	1876	1877	1969	1987	2058	2103	2131	2223	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	35	51	82	92	97	114	119	154	198	229	253	263	299	344	363	413	416	419	455	500	530	558	589	599	622	686	687	714	752	809	846	872	873	914	974	1019	1040	1076	1148	1208	1258	1333	1339	1355	1386	1425	1439	1446	1488	1522	1590	1618	1629	1683	1721	1799	1852	1861	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	7	8	28	62	99	123	154	172	173	192	197	225	228	230	252	293	307	333	366	367	398	454	485	493	543	555	614	670	708	781	791	809	839	884	935	1000	1027	1107	1117	1182	1266	1320	1378	1411	1485	1519	1555	1632	1714	1808	1816	1830	1849	1911	1981	2037	2131	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	32	58	106	134	163	166	177	205	239	284	327	369	417	421	443	487	497	549	556	593	649	716	768	823	842	905	944	1007	1076	1137	1205	1248	1310	1383	1443	1459	1472	1498	1543	1549	1570	1601	1643	1702	1772	1815	1866	1875	1915	1933	2019	2040	2059	2152	2172	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	21	45	67	103	114	154	169	183	209	255	277	305	306	341	354	413	456	471	485	490	517	551	570	602	658	725	748	798	843	853	918	960	970	1010	1057	1136	1178	1249	1284	1352	1383	1460	1482	1538	1613	1632	1674	1694	1782	1839	1861	1926	1963	2010	2106	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	3	4	48	87	104	152	162	204	220	264	320	357	415	472	491	553	606	628	677	688	730	795	850	907	909	958	1032	1053	1124	1143	1180	1257	1292	1326	1339	1376	1389	1443	1446	1470	1500	1576	1599	1630	1664	1722	1792	1871	1911	1915	1927	1988	1991	1999	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	19	44	59	84	113	118	147	165	178	216	226	261	319	331	335	394	458	464	466	528	547	582	604	658	686	757	803	853	872	893	905	914	987	994	1019	1022	1065	1087	1159	1179	1240	1288	1338	1368	1458	1544	1557	1597	1625	1661	1706	1761	1771	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	68	77	89	133	168	213	229	261	275	299	316	360	423	463	504	509	573	610	624	664	726	772	811	850	917	975	977	1003	1050	1064	1145	1180	1223	1247	1256	1292	1369	1402	1429	1488	1577	1605	1618	1641	1707	1788	1869	1886	1888	1974	2071	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	22	67	80	105	150	166	210	262	303	326	384	436	479	510	557	609	627	632	641	689	737	794	809	880	906	962	968	977	982	1051	1087	1099	1176	1231	1287	1352	1378	1407	1433	1499	1550	1575	1577	1592	1672	1747	1815	1838	1891	1965	2021	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	4	36	37	55	75	89	130	143	188	241	257	308	325	361	402	439	446	509	560	588	614	685	740	749	820	887	927	987	1017	1030	1045	1050	1071	1148	1206	1281	1303	1308	1345	1361	1440	1516	1551	1593	1682	1686	1709	1769	1847	1876	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	40	73	105	110	113	146	186	216	225	248	251	295	349	386	394	456	510	517	559	625	644	673	684	708	717	786	865	915	952	987	1061	1134	1180	1213	1271	1350	1358	1403	1485	1505	1563	1616	1642	1646	1669	1684	1776	1816	1835	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	16	53	68	78	115	133	186	206	231	284	348	395	436	496	531	537	541	577	628	646	650	698	747	774	835	914	958	1023	1080	1117	1136	1176	1234	1298	1356	1423	1425	1489	1566	1633	1696	1732	1741	1807	1847	1880	1946	2043	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	2	41	80	115	158	200	239	249	262	311	332	384	416	452	510	529	540	603	631	643	691	711	714	718	764	779	856	875	892	942	994	1042	1088	1111	1130	1142	1185	1253	1318	1385	1420	1485	1537	1567	1602	1677	1755	
NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	0	14	47	56	111	160	215	237	258	298	317	369	416	433	495	547	565	589	604	652	680	747	794	868	870	918	957	973	1022	1043	1047	1133	1170	1190	1230	1295	1350	1355	1366	1445	1448	1499	1504	1519	1605	1678	1689	
